Token Tuple,Count,Percentage
"{type, monitor_id, is_archived, monitor_groups, status, site_id, problem_id}",2,0.0020032251925600217
"{type, monitor_id, is_archived, ci.pipeline.name, monitor_groups, status}",2,0.0020032251925600217
"{type, monitor_id, fgid, is_archived, jobname, monitor_groups, status}",2,0.0020032251925600217
"{creation_source, is_archived, project_id}",2,0.0020032251925600217
{responder.uuid},2,0.0020032251925600217
"{resource_name, monitor_id, is_archived, story_key, type, monitor_groups, service, status}",2,0.0020032251925600217
"{type, monitor_id, is_archived, monitor_groups, datacenter, app, status}",2,0.0020032251925600217
"{env, team}",2,0.0020032251925600217
"{responder.name, team}",2,0.0020032251925600217
"{creation_source, is_archived, project}",2,0.0020032251925600217
"{type, monitor_id, is_archived, monitor_groups, status, dbinstanceidentifier}",2,0.0020032251925600217
"{monitor_id, is_archived, customer, sys_mon_queue_name, type, monitor_groups, status, host}",2,0.0020032251925600217
"{type, monitor_id, is_archived, monitor_groups, story_key, status}",2,0.0020032251925600217
"{type, vehicletype, monitor_id, is_archived, monitor_groups, status}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, status, id}",1,0.0010016125962800109
"{region, monitor_id, location, is_archived, name, type, monitor_groups, hvr_aws_account, status}",1,0.0010016125962800109
"{monitor_id, is_archived, client, type, monitor_groups, environment, status, host}",1,0.0010016125962800109
"{type, monitor_id, queue, is_archived, monitor_groups, status}",1,0.0010016125962800109
"{monitor_id, location, is_archived, type, monitor_groups, service, operation, severity, status}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, errorcode, status}",1,0.0010016125962800109
"{monitor_id, is_archived, datacenter, kube_cluster_name, type, monitor_groups, status, kube_node}",1,0.0010016125962800109
"{type, monitor_id, entityname, is_archived, monitor_groups, status}",1,0.0010016125962800109
"{created_by, is_archived}",1,0.0010016125962800109
"{monitor_id, is_archived, datacenter, track_type, type, monitor_groups, service, status}",1,0.0010016125962800109
"{type, monitor_id, host, is_archived, monitor_groups, service, status}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, destination_service_name, status}",1,0.0010016125962800109
"{type, monitor_id, host, is_archived, monitor_groups, status, name}",1,0.0010016125962800109
"{method, monitor_id, is_archived, env, path, type, monitor_groups, status}",1,0.0010016125962800109
"{resource_name, monitor_id, is_archived, env, service_code, type, monitor_groups, service, status}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, topic, status, consumer_group}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, status, container_id}",1,0.0010016125962800109
"{persistentvolumeclaim, monitor_id, zone, is_archived, kube_namespace, type, monitor_groups, project, status, host}",1,0.0010016125962800109
"{type, monitor_id, params.event, is_archived, monitor_groups, status}",1,0.0010016125962800109
"{monitor_id, is_archived, kube_cluster_name, kube_namespace, env, kube_deployment, type, monitor_groups, status}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, status, metadata.query.query}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, status, name, tenant}",1,0.0010016125962800109
"{type, issue.id, monitor_id, is_archived, monitor_groups, service, status}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, status, host, account}",1,0.0010016125962800109
"{type, monitor_id, host, is_archived, db.query_signature, monitor_groups, status}",1,0.0010016125962800109
"{type, region, monitor_id, is_archived, monitor_groups, status, functionname}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, status, test.codeowners}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, pod_name}",1,0.0010016125962800109
"{aws_account, region, monitor_id, is_archived, loadbalancer, name, type, monitor_groups, targetgroup}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, status, clustername}",1,0.0010016125962800109
"{monitor_id, is_archived, kube_cluster_name, kube_namespace, type, monitor_groups, service, status}",1,0.0010016125962800109
"{monitor_id, is_archived, sbc_satellite_name, type, sbc_env, snmp_device, monitor_groups, status, sbc_hostname}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, status, job}",1,0.0010016125962800109
"{region, monitor_id, is_archived, name, type, component, monitor_groups, environment, status, host}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, status, device.id}",1,0.0010016125962800109
"{type, monitor_id, device_provider, is_archived, monitor_groups, status}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, status, kube_namespace, sys_mon_queue_name}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, status, adapter}",1,0.0010016125962800109
"{monitor_id, is_archived, domain, kube_cluster_name, landing_zone, env, type, monitor_groups, service, status}",1,0.0010016125962800109
"{title, team}",1,0.0010016125962800109
"{kube_container_name, region, monitor_id, is_archived, kube_namespace, type, monitor_groups, pod_name, status}",1,0.0010016125962800109
"{responder.name, status, team}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, status, detail}",1,0.0010016125962800109
"{type, is_archived, project_id}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, status, kube_node}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, status, kube_cluster_name, env}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, status, kafka_group}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, environment, apiProxyName, appName}",1,0.0010016125962800109
"{type, monitor_id, is_archived, monitor_groups, datacenter, status, job}",1,0.0010016125962800109
"{is_archived, assignee, project_id}",1,0.0010016125962800109
"{monitor_id, is_archived, systemenvironment, type, monitor_groups, status, host, platform_support_group}",1,0.0010016125962800109
